QID,Brand,Model,Question,Dialogue
Q822,中华,中华骏捷FSV,新手上路，多多指教！买了辆二手骏捷，昨天做保养，看见左边球笼那里有油迹！那个是哪里的油啊？还有发动机底壳被撞凹了，没有破，不更换对发动机有影响吗？另外发动机声音有一点塔塔塔的杂音,技师说：您好，那个是球笼上面的黄油，如果漏的多的话。是防尘套烂了，更换半轴防尘套就可以了，油底壳凹的厉害的话，会影响油泵吸油或者导致机油液位不正常，不厉害可以正常使用 那个哒哒的声音是气门声，可以说是正常的|车主说：车子快6年了！8万多公里！我是第三个主人，想这种车需要做哪些检查和保养？到我手上100多公里了，有时候踩刹车会出现嘎吱嘎吱的声音，请问是什么问题呢！|技师说：您好，那个声音是刹车片跟刹车碟接触发出来的声音。这不是大问题，八万公里建议更换机油，刹车油，变速箱油，还有就是更换皮带，火花塞，清洗节气门，三元催化器，|车主说：这些大概需要多少费用呢|技师说：您好。这个价格我无法给您一个准确的报价，大概要1500左右|车主说：好的，谢谢，不过这车子好肉啊，国道超车都吃力|技师说：所以需要更换火花塞，跟清洗节气门，三元催化器，还有变速箱油|车主说：想这种车，一般换什么牌子的机油和变速箱油呢|技师说：您好，机油可以选择嘉实多，壳牌，美孚！但是变速箱一定要用原厂的|车主说：原厂的的油怎么才能搞到讷|技师说：汽配城都可以购买到的，可以放心|车主说：淘宝天猫购买放心不|技师说：这个我无法保证，因为这是随机的|车主说：衷心感谢|技师说：不客气，希望可以帮到您|技师说：谢谢打赏|车主说：不客气，我是做工程机械行业的，但对小汽车一窍不通，以后有的地方还要请教，|技师说：您有问题，可以在这个平台咨询我们的技师
Q823,起亚,智跑,装平衡杆 要不要做四轮定位？,技师说：装平衡杆是不需要四轮定位的。希望能帮到你|车主说：七件套平衡杆，师傅说要做四轮定位|技师说：七件套平衡杆什么意思？|技师说：一般装平衡杆是不需要做定位的。|车主说：就是七件
Q824,奥迪,奥迪A6L,2009款奥迪A6L2.4最高配（带无钥匙进入），2009.8十五万公里，现在市场价是多少？这款车消耗机油多少是正常范围？,技师说：你好 这款现在价格在17万左右  但是比较好的才行  有事故 整体差就不好说了   机油损耗方面加到上限  跑5000公里前没有报警 就比较好|技师说：新一代发动机出来后  c6价格就比较差  c7二手的 20都可以买到了 所以价格上不去|车主说：恩，没有重大事故，4S店保养记录到2015.10|技师说：那发动机方面呢 烧机油吗？|技师说：另外二手车这个也要看有没有相中的  主要还是看谈的  给这个人16万不买  给下一个也许18可以卖掉  最好去二手市场估个价  要全面看车来算|车主说：应该烧机油，高速市区跑4000公里，加3升机油到上线|技师说：那算比较严重的   废气阀有没有检查    这款自然吸气的一半没有那么严重|技师说：把油水分离器更换后再看看  也许会有所改观|车主说：没有检查过废气阀，要是更换废气阀大概需要多少钱。还有油水分离器更换需要多少钱。换原厂的有必要吗？这车检车尾气好过不|技师说：说的废气阀就是油水分离器  价格在600元左右  尾气应该没问题|技师说：另外可以使用黏度比较高的机油 来降低烧机油现象|车主说：上次保养用的是金美孚一号，刚才我说的有点误差，高速和市区跑5200公里，加3升机油到上线|车主说：但是听说金美孚一号假的比较多，不知道什么地方可以买到正品|技师说：推荐使用嘉实多的黏度高机油  还算有效|车主说：0w-40|技师说：嘉实多极护 有款10w-60的机油|技师说：就是针对烧机油|技师说：0w-40一般车型使用的|车主说：10W-60这个大概什么价位|技师说：600|技师说：四升装的|技师说：这个只是折中的方法  治标不治本|车主说：恩，好的，下次保养换这个用用，这车保养一共需要几升机油，6升吗|技师说：6.5  不到7升|车主说：只要检车尾气能过就问题不大，这车其他都很好用|技师说：嗯  是的 这款车还是不错的|车主说：钣金比现款奥迪厚挺多呢|技师说：都有这种现象  材质不如以前了|车主说：恩，这款车发动机怠速偶尔抖动是什么毛病呢，需要清理积碳吗|技师说：废气阀损坏会有这种情况  节气门比较脏  积炭方面也有|技师说：这个公里数是需要清洗积炭了|技师说：进气道  喷油嘴 燃烧室 三元催化 节气门   这些地方的积炭需要做个全套清洗|技师说：废气阀方面 可以开机油盖 看是不是吸住的漏气现象  来初步判断|车主说：全套大概多少钱呢|技师说：我们这里是专修奥迪  价格在650元|技师说：别的地方价格不太清楚|技师说：门面店价格应该还要便宜|车主说：恩，好的，谢谢老师，我是辽宁的|技师说：嗯 不客气  有问题 还可以继续咨询和关注我|车主说：好的?|技师说：?|车主说：以后有什么问题还需请教你，黄老师|技师说：?  随时欢迎|车主说：黄老师，用的金美孚一号机油，5000公里消耗两升机油，算不算严重烧机油|技师说：算|车主说：暂时不需要大修吧|技师说：5000公里烧一升都偏高  何况两升|技师说：自己准备长时间使用 就最好大修|技师说：自己不准备用了 就不修|车主说：听说大修后车子没有以前好，还有其他方法解决烧机油吗，大修的多少费用呢|技师说：维修好的话 没什么影响  就只能黏度高机油  费用要超过1.5万|车主说：好的，谢谢黄老师|技师说：不客气
Q825,宝骏,宝骏730,宝骏730的手刹没放闻道烧焦的味道 手刹会不会有刹不住的情况,技师说：手刹没放。有烧焦的味道，那是离合片。烧掉了。
Q826,大众,朗逸,二保用什么机油，0w40跟5w40哪个好,技师说：你好，这两种机油润滑效果是一样的， 只是在低温环境下机油的流动效果不一样  0开头的机油粘度要低一点  ，5开头的机油粘度要高一点  只是不是在北方低温环境中使用的话  更换5开头的机油就可以了，如果在北方低温环境中使用的话  建议更换0开头的机油|车主说：冬天零下七八度，|技师说：如果冬天零下七八度的话  建议使用0开头的机油
Q827,福特,福克斯,金典福克斯挂d挡踩刹车抖动是咋回事,技师说：刹车盘的盘面不平造成的，|车主说：就是怠速挂在d挡踩住刹车抖动|技师说：就是刹车盘造成的
Q828,宝骏,宝骏560,前轮半轴左右晃动，有哐哐的声音，不是特别大，，左右的间隙不一样，，,技师说：你好，根据你的描述是半轴间隙过大引起的  只要行驶中没有发出明显的异响就不要去管他    可以正常使用   ，要是响声比较大的话  就只能更换解决了|车主说：行驶没听见什么异响，就是过减速带有点打铁的声音，减震才换的新的，|技师说：过减速带有打铁的声音  不一定就是半轴发出来的    有可能是平面轴承或者是其他零部件故障引起的|车主说：每个螺丝都是紧紧的，拉杆也不晃动，|技师说：你好   有些零部件内部磨损的话  不是零部件螺丝拧紧就可以了
Q829,别克,凯越,凯越三厢囚笼坏了修下多少钱,技师说：350左右
Q830,保时捷,Panamera,拆胎不小心把胎压监测搞断了，沾上去，没有显示，怎么办谢谢,技师说：你好，要更换胎压传感器的，沾上去是没用的，希望能帮到你
Q831,东风风神,东风风神AX7,手动低配。遥控钥匙不管用。开关车门不了。跑了三千多公里，仪表盘提示首保。排除磁场干扰。是什么原因呢？,技师说：用钥匙关不了门吗？|技师说：用机械钥匙能不能开关车门|车主说：用钥匙可以，遥控不行|车主说：可以的|技师说：遥控钥匙的灯亮不亮？|技师说：排除遥控钥匙的话，有可能是中控防盗器有问题！|车主说：是不是要去4S店才可以搞|车主说：钥匙会亮|技师说：你是新车最好是去4S店看看|车主说：好的，谢谢|技师说：没事！很高兴为你解答
Q832,奇瑞,奇瑞QQ3,为什么车在行驶的时候一抽一抽的，好像加不上油的感觉，又像中间要断油的感觉。,技师说：检查火花塞
Q833,宝马,宝马X5,大师好，05年宝马x5 E53后面是空气悬架，行驶过程中自动升到最高，还有就是后面两个轱辘外八字厉害，怎么调整呢？需要注意什么？,技师说：你好，你没有动驾驶室的按钮就自动升高了吗？后轮成八字说明四轮数据不对，要做四轮定位，如果是自动升高了那就是电控电脑出问题了，希望能帮到你
Q834,猎豹汽车,黑金刚,我原来的汽车电瓶是75AH的现在改成75AH可以吗？有什么影响吗？,技师说：车主您好，75ah变成75ah正常的呀。可以进行更换的，更换电瓶时注意电压一样就行。|车主说：所错了是改成72AH的|技师说：没问题的。不影响使用
Q835,比亚迪,比亚迪F3,专家们好，比亚迪f3踩下离合器时没有异响，抬起离合器时有异响，有的说分离轴承的问题，众说不一，请专家能给个答案，谢谢了,技师说：分离轴承的回位弹簧失效，或卡滞
Q836,中华,中华V3,车玻璃被小偷砸了 中华v3换个后玻璃多钱,技师说：300-450元
Q837,雪铁龙,雪铁龙C4L,汽车开到30码左右，松开油门，地盘会传来链条传动的声音,技师说：车子多少公里了？最近多久出现的？|车主说：一万五公里不到，好久就最近才听到
Q838,福特,福克斯,福克斯左边半轴拆不下来了怎么办啊变速箱都翘烂了都没有翘下来,技师说：两边同时用力翘
